Borough,Neighborhood,Latitude,Longitude,NearHos,AvgDist,Population,HospDensity,Pop/Dist
Queens,Middle Village,40.71641451115819,-73.88114319200605,4,12.567180002236574,37629,1.0630099125674346,2994.227821460597
Staten Island,Prince's Bay,40.526264067348116,-74.20152556457658,3,33.3262345142057,26376,1.1373976342129208,791.4485505032654
Staten Island,Richmond Valley,40.5195414574891,-74.22957080626941,0,35.44189778312226,18332,NaN,517.2409251947524
Brooklyn,Madison,40.60937770113766,-73.94841515328893,20,17.449270203510252,39076,5.118231139318252,2239.4059776860536
Bronx,Bronxdale,40.85272297633017,-73.86172577555115,23,17.266610616216955,34309,6.703780349179516,1987.0141721836642
Bronx,Allerton,40.86578787802982,-73.85931863221647,9,18.339845660779236,28510,3.156787092248334,1554.5387091762825
Bronx,Kingsbridge Heights,40.870392391414704,-73.90152264513144,19,17.884604410375868,33286,5.70810550982395,1861.1538302009585
Brooklyn,Erasmus,40.64692606658579,-73.94817709920184,24,14.641373964190414,31392,7.6452599388379205,2144.061074922199
Manhattan,Hudson Yards,40.75665808227519,-74.00011136202637,27,12.26473782973609,55839,4.835330145597164,4552.808284626948
Queens,Hammels,40.58733774018741,-73.80553002968719,0,22.586069958076084,31645,NaN,1401.0848305499346
Queens,Bayswater,40.61132169128385,-73.76596781445626,3,22.610267974282817,48344,0.6205527056097965,2138.1436104599484
Queens,Queensbridge,40.75609129709471,-73.9456307033409,93,11.06951046039507,21104,44.06747536012131,1906.49804031594
Staten Island,Fox Hills,40.61731079252983,-74.08173992211962,3,20.389055129577716,19834,1.5125541998588283,972.7768096142662
