Borough,Neighborhood,Latitude,Longitude,NearHos,AvgDist,Population,HospDensity,Pop/Dist
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,29,12.554246292733225,28335,10.234692076936652,2257.0052665289154
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,29,13.36238954511322,67263,4.311434220894102,5033.755360365081
Brooklyn,Cypress Hills,40.68239101144211,-73.87661596457295,2,13.863943934111106,48961,0.4084883887175507,3531.5347662028153
Brooklyn,East New York,40.669925700847045,-73.88069863917366,3,14.35116204793498,83275,0.3602521765235665,5802.665994701288
Brooklyn,Starrett City,40.64758905230874,-73.87936970045875,1,15.68493983910665,14621,0.6839477463921756,932.1680637592265
Brooklyn,Canarsie,40.63556432797428,-73.90209269778966,3,15.943834983629543,85058,0.3527005102400715,5334.8520031306125
Brooklyn,Flatlands,40.630446043757466,-73.92911302644673,14,15.902233632682627,66726,2.0981326619308813,4196.014317313464
Brooklyn,Coney Island,40.57429256471601,-73.98868295821637,4,20.866095166885575,34267,1.167303820001751,1642.233476169591
Brooklyn,Bath Beach,40.59951870282239,-73.99875221443519,5,18.784366412505697,28572,1.749965000699986,1521.0521011226751
Brooklyn,Borough Park,40.633130512758015,-73.99049823044811,37,15.968434442949484,101055,3.661372519914898,6328.4225113638895
Brooklyn,Dyker Heights,40.61921945772264,-74.01931375636022,22,17.716372082530814,39332,5.593409946099868,2220.0933586613496
Brooklyn,Gerritsen Beach,40.590848433902046,-73.93010170691196,6,19.141327470901032,64596,0.9288500835965076,3374.6875757807247
Brooklyn,Marine Park,40.60974777989461,-73.93134404108497,17,17.502220786852025,42940,3.959012575687005,2453.402943714279
Brooklyn,Clinton Hill,40.69322942188151,-73.96784306216367,24,12.304117532560484,33292,7.2089390844647365,2705.760889547675
Brooklyn,Downtown,40.69084402109802,-73.98346337431099,29,12.646651459066259,30847,9.401238370019774,2439.1436816174837
Brooklyn,Boerum Hill,40.68568291209144,-73.98374824115798,35,12.863650294125696,30847,11.346322170713522,2397.9974031233237
Brooklyn,Prospect Lefferts Gardens,40.65842001746981,-73.95489867077713,25,13.92763218790017,70300,3.5561877667140824,5047.519854887763
Brooklyn,Ocean Hill,40.67840255479536,-73.91306831787395,3,13.183845110195268,30067,0.9977716433298965,2280.5941475107843
Brooklyn,City Line,40.67856995727479,-73.86797598081334,4,14.30532270279051,48961,0.8169767774351014,3422.5722143583153
Brooklyn,Bergen Beach,40.615149550453076,-73.89855633630317,1,17.54011669427975,42940,0.2328830926874709,2448.102298772263
Brooklyn,Midwood,40.62559589869843,-73.95759523489838,19,16.169871242321726,55440,3.427128427128427,3428.5987296482476
Brooklyn,Georgetown,40.623845244784185,-73.91607483951323,8,16.558085950867888,42940,1.8630647414997672,2593.2949090501193
Brooklyn,East Williamsburg,40.70849241041548,-73.93885815269195,17,11.701314368969333,32269,5.26821407542843,2757.7243874050614
Brooklyn,North Side,40.714822906532014,-73.95880857587582,17,11.51568367268553,40130,4.23623224520309,3484.812638192365
Brooklyn,South Side,40.71086147265064,-73.95800095153331,19,11.620899251545787,40130,4.73461250934463,3453.2611574497555
Brooklyn,Ocean Parkway,40.61305976667942,-73.96836678035541,14,17.220723853692277,36937,3.7902374313019465,2144.9156443026277
Manhattan,Chinatown,40.71561842231432,-73.99427936255978,39,12.153087527207784,52375,7.4463007159904535,4309.604442718381
Manhattan,Washington Heights,40.851902525553044,-73.93690027985234,28,16.200309624951938,73457,3.8117538151571666,4534.296053629773
Manhattan,Inwood,40.86768396449915,-73.92121042203897,16,17.522047576594282,49087,3.259518813535152,2801.4419995965404
Manhattan,Hamilton Heights,40.823604284811935,-73.94968791883366,23,14.147989085662456,50555,4.549500543962021,3573.299335608927
Manhattan,Manhattanville,40.81693442949779,-73.9573853935188,25,13.785839327561613,24772,10.092039399321814,1796.9163437494942
Manhattan,Central Harlem,40.81597606742414,-73.94321112603905,30,13.581476629148554,70016,4.28473491773309,5155.256818668135
Manhattan,East Harlem,40.79224946663033,-73.94418223148523,61,12.192736957049725,56899,10.72075080405631,4666.630650725351
Manhattan,Upper East Side,40.77563857330181,-73.96050763135,156,11.580874199290236,63664,24.50364413169138,5497.339743479971
Manhattan,Yorkville,40.77592984988488,-73.94711784471826,142,11.496969813965393,76768,18.49729053772405,6677.237675856968
Manhattan,Lenox Hill,40.76811265828733,-73.9588596881376,116,11.301033407782946,76631,15.137477000169644,6780.884299238046
Manhattan,Roosevelt Island,40.76215960576283,-73.94916769227953,105,11.121362545190678,76631,13.702026594981144,6890.432686518102
Manhattan,Upper West Side,40.787657998534854,-73.97705923630603,24,12.480805545672144,136954,1.752413219037049,10973.16992070999
Manhattan,Lincoln Square,40.773528889421655,-73.98533777001262,25,12.148804356011969,55239,4.525787939680298,4546.867196249183
Manhattan,Clinton,40.75910089146212,-73.99611936309479,28,12.147324778977973,33292,8.410428931875526,2740.6857563909684
Manhattan,Midtown,40.754691102706225,-73.98166882730305,84,11.541882085420132,25807,32.54930832719805,2235.9438269257457
Manhattan,Murray Hill,40.748303077252174,-73.97833207924127,99,11.36929737890044,48419,20.446518928519797,4258.750421099703
Manhattan,Chelsea,40.744034706747975,-74.00311633472813,33,12.226919853784096,55839,5.909847955729866,4566.89016266991
Manhattan,East Village,40.727846777270244,-73.98222616506415,89,11.564171513168382,41746,21.31940784745844,3609.9429995882447
Manhattan,Lower East Side,40.71780674892765,-73.98089031999291,48,11.741843651676886,72258,6.642863073984888,6153.888788127461
Manhattan,Tribeca,40.721521967443216,-74.01068328559087,28,12.658950784887624,36757,7.617596648257475,2903.637167456315
Manhattan,Little Italy,40.71932379395907,-73.99730467208073,46,12.1734215298945,36757,12.514623064994423,3019.446908146173
Manhattan,Soho,40.72218384131794,-74.0006566695976,50,12.24250384668774,36757,13.602851157602634,3002.408695174293
Manhattan,West Village,40.734433935724354,-74.00617998126813,44,12.345382594375712,68483,6.4249521779127665,5547.256188819889
Manhattan,Morningside Heights,40.807999738165826,-73.96389627905332,22,13.308311475005095,54208,4.058441558441558,4073.2440100917647
Manhattan,Gramercy,40.737209832715,-73.98137594833541,101,11.428990679107265,26184,38.57317445768408,2291.015955404145
Manhattan,Battery Park City,40.71193198394565,-74.01686930508617,18,13.099508584224932,20088,8.960573476702509,1533.492639883526
Queens,Astoria,40.76850859335492,-73.91565374304234,11,11.64412620717517,89122,1.2342631449024932,7653.816045473861
Queens,Woodside,40.746349088602216,-73.90184166838284,15,11.682772559989905,43846,3.4210646353145098,3753.0474700979617
Queens,Jackson Heights,40.75198138007367,-73.88282109164366,16,12.22139408310393,113327,1.4118436030248749,9272.837389040136
Queens,Elmhurst,40.744048505122024,-73.88165622288388,20,12.224220862045033,21183,9.441533305008733,1732.8711775628226
Queens,Howard Beach,40.65422527738487,-73.83813764600279,0,16.657737340479507,28121,NaN,1688.1644502620375
Queens,Corona,40.74238175015667,-73.85682497345258,10,13.074179118135504,52082,1.9200491532583235,3983.577058980003
Queens,Forest Hills,40.72526378216503,-73.84447500788983,14,13.674388950724886,85046,1.646167956164899,6219.363827258378
Queens,Kew Gardens,40.705179035414794,-73.82981905825703,13,14.719888212760276,36052,3.6059025851547766,2449.2033824514706
Queens,Richmond Hill,40.69794731471763,-73.83183321446889,17,14.860607748611367,62985,2.699055330634278,4238.3865495598975
Queens,Flushing,40.76445419697846,-73.83177300329581,11,14.2896728463173,69362,1.585882760012687,4853.994961674424
Queens,Long Island City,40.75021734610528,-73.93920223915505,29,11.078927839939439,21104,13.741470811220621,1904.87746692602
Queens,Sunnyside,40.74017628351925,-73.92691617561577,3,11.230718453139703,61947,0.484284953266502,5515.85370592937
Queens,East Elmhurst,40.7640732388309,-73.86704147658772,5,12.898984219246989,21183,2.360383326252183,1642.222336266771
Queens,Maspeth,40.725427374093606,-73.8962171362686,6,11.982960634551395,28916,2.074975791949094,2413.0931313104934
Queens,Ridgewood,40.708323156138576,-73.90143517559589,6,12.253299854565194,69455,0.8638686919588222,5668.269023394809
Queens,Glendale,40.70276242967838,-73.87074167435605,2,13.259314189718488,31071,0.6436870393614624,2343.333867455454
Queens,Rego Park,40.728974094807356,-73.85782686905371,13,13.115551019085519,29404,4.421167188137669,2241.91876934578
Queens,Woodhaven,40.68988687915789,-73.8581104655432,3,14.144670311749975,54149,0.5540268518347523,3828.226378314271
Queens,Ozone Park,40.680708468265415,-73.84320266173447,6,15.08489492124022,78906,0.7603984487871644,5230.795468710674
Queens,South Ozone Park,40.66854957767195,-73.80986478649041,0,17.091452623542985,78906,NaN,4616.693603404386
Queens,College Point,40.78490274926021,-73.84304528896125,1,14.330880421640794,21407,0.46713691783061617,1493.767261338228
Queens,Whitestone,40.781290766026935,-73.81420216610863,1,15.487648261309348,31356,0.31891822936599057,2024.581103015644
Queens,Bayside,40.76604063281064,-73.77427363068671,10,17.195649703802292,44371,2.253724279371662,2580.361938298191
Queens,Auburndale,40.761729549032616,-73.79176243728061,8,16.180795076826943,20201,3.9601999900995,1248.4553388189513
Queens,Little Neck,40.7708261928267,-73.73889775580741,2,19.347519256830388,24356,0.8211528986697323,1258.8694021535312
Queens,Douglaston,40.76684609790763,-73.74249820727329,1,19.05955714542016,24356,0.41057644933486614,1277.889082845376
Queens,Glen Oaks,40.74944079974332,-73.71548118999145,33,20.603028467181392,22426,14.71506287345046,1088.480755910347
Queens,Bellerose,40.72857318176675,-73.72012814826904,7,20.422144764566408,24464,2.8613472858077174,1197.9153160468454
Queens,Kew Gardens Hills,40.722578244228046,-73.82087764933566,13,14.737074302627803,36052,3.6059025851547766,2446.347169028759
Queens,Fresh Meadows,40.7343944653313,-73.78271337003264,5,16.560742576048604,17373,2.8780291256547517,1049.0471619990124
Queens,Briarwood,40.71093547252271,-73.81174822458634,21,15.396354199622829,38675,5.429864253393665,2511.9583180898394
Queens,Jamaica Center,40.70465736068717,-73.79690165888289,16,16.304915458021807,51849,3.0858840093347992,3179.9612904150918
Queens,Oakland Gardens,40.74561857141855,-73.75494976234332,2,18.129904098629748,27873,0.717540271947763,1537.404712587897
Queens,Queens Village,40.718893092167356,-73.73871484578423,3,19.3606720295785,57704,0.5198946346873701,2980.475053337096
Queens,Hollis,40.71124344191904,-73.75925009335594,3,18.250580312813998,26061,1.1511453896627144,1427.9545939534971
Queens,South Jamaica,40.69691125378989,-73.7904261313554,7,16.881431376125043,35181,1.989710355021176,2084.005746678303
Queens,St. Albans,40.6944453852236,-73.75867603727717,3,18.743460866529862,50046,0.5994485073732166,2670.051190459014
Queens,Springfield Gardens,40.66623049036858,-73.76042092682287,3,19.75614306481922,25441,1.179198930859636,1287.7513549344608
Queens,Cambria Heights,40.69277463916085,-73.73526873708028,2,20.223618203956622,20944,0.9549274255156608,1035.6208166500314
Queens,Rosedale,40.65981643342808,-73.73526079428278,1,21.52320797298562,25502,0.3921261077562544,1184.8605482978314
Queens,Far Rockaway,40.603134432500894,-73.75497968043872,3,23.71935561972506,48344,0.6205527056097965,2038.1666675547053
Queens,Breezy Point,40.55740128845452,-73.92551196994168,0,22.29207656033393,26711,NaN,1198.2284345608707
Queens,Steinway,40.7759230156429,-73.90228960391673,4,12.129961306111262,53604,0.7462129691814043,4419.140230314953
Queens,Bay Terrace,40.78284280624555,-73.7768022262158,3,17.440760148632602,22731,1.3197835554968984,1303.3262200892182
Queens,Edgemere,40.595641807368494,-73.77613282391705,4,23.22092463097669,31645,1.2640227524095433,1362.7794974962196
Queens,Arverne,40.58914394372971,-73.79199233136944,2,23.003220750325994,31645,0.6320113762047717,1375.676925569283
Queens,Murray Hill,40.764126122614066,-73.81276269135866,8,15.15743960139822,48419,1.6522439538197815,3194.404943928229
Queens,Floral Park,40.74137842194544,-73.70884705889245,34,21.072681640098573,22426,15.160973869615624,1064.2214589967627
Queens,Holliswood,40.7209572076444,-73.7671416671473,4,17.597621584277622,26061,1.5348605195502858,1480.938766366239
Queens,Jamaica Estates,40.71680483014613,-73.7872269693666,16,16.536430398367163,26061,6.139442078201143,1575.974945752096
Queens,Queensboro Hill,40.7445723092867,-73.82580915110559,16,14.352896933697455,19309,8.286291366720182,1345.3033272096243
Queens,Hillcrest,40.723824901829204,-73.79760300912672,12,15.865574175257278,31734,3.781433163168841,2000.179738183689
Queens,Ravenswood,40.761704526054146,-73.93157506072878,62,11.256825863329706,21104,29.378316906747536,1874.7736045867512
Queens,Lindenwood,40.66391841925139,-73.84963782402441,1,15.678624370939755,28121,0.3556061306496924,1793.588476558066
Queens,Laurelton,40.66788389660247,-73.74025607989822,2,20.857732949142747,26375,0.7582938388625592,1264.5190186445461
Queens,Belle Harbor,40.576155565431094,-73.8540175039252,4,21.85457915813119,26711,1.4975103889783234,1222.2152532304397
Queens,Brookville,40.660003227336134,-73.75175310731153,1,20.543961563319755,18950,0.5277044854881267,922.4121619188728
Queens,North Corona,40.7540709990489,-73.85751790676447,5,13.104126437344304,52082,0.9600245766291617,3974.4732507751196
Queens,Forest Hills Gardens,40.714611081511705,-73.8410221123401,16,14.009467802207295,85046,1.8813348070455989,6070.608905400416
Staten Island,St. George,40.6449815710044,-74.07935312512797,0,18.67556134170139,32154,NaN,1721.7153161657359
Staten Island,New Brighton,40.64061455913511,-74.08701650516626,5,19.307136096503417,32154,1.5550164831747217,1665.3945898181755
Staten Island,Stapleton,40.626927625381754,-74.07790192660066,3,19.602192945485992,24048,1.2475049900199602,1226.8015148548873
Staten Island,Rosebank,40.61530494652761,-74.06980526716141,3,19.95822327583072,24048,1.2475049900199602,1204.9168739945892
Staten Island,West Brighton,40.631878926546065,-74.1071817826561,7,20.878663924550622,17370,4.029936672423719,831.9497867665332
Staten Island,Grymes Hill,40.624184791313006,-74.08724819983729,5,20.238221286594978,19834,2.5209236664313805,980.026837296086
Staten Island,Todt Hill,40.59706851814673,-74.1113288180088,4,23.22550889358756,30762,1.3003055718093752,1324.4919687634153
Staten Island,South Beach,40.58024741350957,-74.0795529253982,17,22.956136508923912,23017,7.385845244819047,1002.6512950492531
Staten Island,Port Richmond,40.63366930554365,-74.12943426797007,4,22.109667614014324,18042,2.217049107637734,816.0231223269946
Staten Island,Mariner's Harbor,40.63254639048112,-74.15008537046981,1,23.466607311064987,27957,0.3576921701183961,1191.352445175051
Staten Island,Port Ivory,40.63968297845542,-74.17464532993542,1,24.784990976487173,27957,0.3576921701183961,1127.9810441134323
Staten Island,New Springville,40.594252379161695,-74.16496031329827,4,26.479555489440394,39309,1.0175786715510442,1484.5037718127774
Staten Island,Travis,40.58631375103281,-74.19073717538116,0,28.57619257484221,39309,NaN,1375.585634686921
Staten Island,New Dorp,40.57257231820632,-74.1164794360638,3,25.26022899720729,20242,1.4820669894279221,801.3387369622781
Staten Island,Oakwood,40.5584622432888,-74.12156593771896,4,26.614296266520128,22266,1.796460971885386,836.6180257792449
Staten Island,Great Kills,40.549480228713605,-74.14932381490992,3,28.71366759563735,41680,0.7197696737044146,1451.5735358840996
Staten Island,Eltingville,40.542230747450745,-74.1643308041936,3,30.065913813204972,26376,1.1373976342129208,877.272520764549
Staten Island,Annadale,40.53811417474507,-74.17854866165878,2,31.15108717730393,26376,0.7582650894752806,846.7120216342573
Staten Island,Woodrow,40.541967622888755,-74.20524582480327,0,32.3894333059385,18894,NaN,583.3383937759678
Staten Island,Tottenville,40.50533376115642,-74.24656934235283,0,37.49105627688983,18332,NaN,488.96995231633895
Staten Island,Silver Lake,40.61919310792676,-74.09629029235458,5,21.009516205574407,16784,2.979027645376549,798.8760824271974
Staten Island,Sunnyside,40.61276015756489,-74.0971255217853,3,21.453636373360855,61947,0.484284953266502,2887.4825191369455
Brooklyn,Wingate,40.66094656188111,-73.93718680559314,23,13.810680475500385,70300,3.271692745376956,5090.263301993663
Brooklyn,Rugby,40.65557231328077,-73.92688212616955,23,14.22331366089056,57934,3.9700348672627475,4073.1717925408248
Staten Island,Westerleigh,40.62109047275409,-74.13304143951704,3,22.981630391358213,23790,1.2610340479192939,1035.1745979234684
Staten Island,Graniteville,40.62017151223189,-74.15315246387762,2,24.275267284567708,27957,0.7153843402367922,1151.6660011308236
Staten Island,Arlington,40.63532509911492,-74.16510420241123,1,24.32590768325737,27957,0.3576921701183961,1149.2685232560418
Staten Island,Arrochar,40.596312571276734,-74.06712363225573,7,21.1988807565989,15238,4.593778711116944,718.8115342012401
Staten Island,Grasmere,40.598268359599906,-74.0766743627905,16,21.459417088676,15238,10.500065625410159,710.0845254571709
Staten Island,Old Town,40.59632891379513,-74.08751118005578,17,22.089249918394213,23017,7.385845244819047,1042.0000717558648
Staten Island,Dongan Hills,40.58867294819928,-74.0963990531252,17,23.06420225066605,23017,7.385845244819047,997.9534410012084
Staten Island,Midland Beach,40.57352690574281,-74.09348266303591,19,24.098946685091146,20242,9.38642426637684,839.9537234763354
Staten Island,Bay Terrace,40.55398800858462,-74.13916622175769,2,27.840681260666738,22731,0.879855703664599,816.4670895505102
Staten Island,Huguenot,40.53191192048961,-74.19174105747814,3,32.35144452843032,26376,1.1373976342129208,815.2958974311294
Staten Island,Charleston,40.53053148283314,-74.23215775896526,0,34.80622706814074,18332,NaN,526.687364422209
Staten Island,Rossville,40.54940400650072,-74.21572851113952,0,32.50392857030454,18894,NaN,581.2835811256823
Staten Island,Arden Heights,40.54928582278321,-74.18588674583894,1,30.73646235455421,24996,0.4000640102416387,813.2360748502455
Staten Island,Chelsea,40.59472602746296,-74.18956045519691,1,28.00630012971627,55839,0.1790863016887838,1993.801385451542
Staten Island,Bloomfield,40.60577868452358,-74.18725638381567,1,27.2425119473288,39309,0.25439466788776105,1442.9286137783763
Manhattan,Carnegie Hill,40.7826825671257,-73.95325646837112,107,11.781628369221721,63664,16.80698668007037,5403.667303436219
Manhattan,Civic Center,40.71522892046282,-74.00541529873355,29,12.552327664274658,36757,7.889653671409527,2928.3015057529587
Manhattan,Midtown South,40.7485096643122,-73.98871313285247,100,11.693351339403515,25807,38.74917657999767,2206.9806380517452
Staten Island,Clifton,40.61917845202843,-74.072642445484,3,19.83294679151557,19834,1.5125541998588283,1000.053103983765
Brooklyn,Remsen Village,40.652117451793494,-73.91665331978048,13,14.574374413133695,57934,2.243932751061553,3975.0591248563496
Brooklyn,Mill Basin,40.61597423962336,-73.91515391550405,7,17.184660897869893,42940,1.6301816488122962,2498.7400249092248
Queens,Jamaica Hills,40.71145964370482,-73.79646462081594,13,16.15423442907608,38675,3.361344537815126,2394.1091216547343
Queens,Utopia,40.733500254297574,-73.79671678028348,11,15.812653139148425,17373,6.331664076440454,1098.6771066892325
Queens,Pomonok,40.73493618075478,-73.80486120040538,11,15.384838094509561,31734,3.466313732904771,2062.6801403470745
Queens,Astoria Heights,40.7703173929982,-73.89467996270574,4,12.174868021226676,89122,0.4488229617827248,7320.161487140337
Bronx,Concourse Village,40.824780490842905,-73.91584652759009,15,14.250757470379007,58961,2.544054544529435,4137.394108527475
Bronx,Mount Hope,40.84884160724665,-73.90829930881988,16,16.04960592509449,52649,3.0389940929552317,3280.3920697940775
Queens,Hunters Point,40.743414090073536,-73.95386782130745,50,11.046201323696113,61947,8.071415887775034,5607.991216592477
Manhattan,Turtle Bay,40.752042369507215,-73.96770824581834,146,11.180179235084752,49737,29.3544041659127,4448.676443747815
Manhattan,Stuyvesant Town,40.730999554770605,-73.97405170469203,97,11.34372075597565,19101,50.78268153499817,1683.8390516566594
Brooklyn,Vinegar Hill,40.70332149882874,-73.98111603592393,28,12.155910771810467,30847,9.077057736570817,2537.613230226577
Brooklyn,Dumbo,40.70317632822693,-73.98875280745041,36,12.338491861221303,30847,11.67050280416248,2500.0624344494777
Brooklyn,Homecrest,40.598525095137255,-73.95918459428701,22,18.391866654580426,45679,4.816217517896627,2483.652195717927
